Personagem,Fala
Ameri-Khan_Khan_voice_lines,"  ""Hold it partner!"""
Ameri-Khan_Khan_voice_lines,"  ""I don't feel like it yet!"""
Ameri-Khan_Khan_voice_lines,"  ""GET DOWN, MR. PRESIDENT!"""
Ameri-Khan_Khan_voice_lines,"  ""YOU WANNA THROW DOWN?"""
Ameri-Khan_Khan_voice_lines,"  ""That ain't right."""
Ameri-Khan_Khan_voice_lines,"  ""Bury me with the flag."""
Ameri-Khan_Khan_voice_lines,"  ""BOOM!, BABY!"""
Ameri-Khan_Khan_voice_lines,"  ""BIGGER IS BETTER!"""
Ameri-Khan_Khan_voice_lines,"  ""Violence is never the answer, except when i do it."""
Ameri-Khan_Khan_voice_lines,"  ""OOH, SAY CAN YOU SEE?"""
Ameri-Khan_Khan_voice_lines,"   ""DEATH TO MONARCHS!"" (Lian)"
Ameri-Khan_Khan_voice_lines,"   ""THAT'S DEMOCRACY BABY!"" (Lian)"
Ameri-Khan_Khan_voice_lines,"  ""Heccin' hippies."" (Jenos)"
Ameri-Khan_Khan_voice_lines,"  ""Get a haircut!"" (Jenos)"
Ameri-Khan_Khan_voice_lines,"  ""THIS LAND IS MY LAND!"""
Ameri-Khan_Khan_voice_lines,"  ""TOUCHDOWN!"""
Ameri-Khan_Khan_voice_lines,"  ""INVADERS ON OUR POINT!"""
Ameri-Khan_Khan_voice_lines,"  ""BACK TO THE POINT BOYS!!"""
Ameri-Khan_Khan_voice_lines,"  ""Don't thank me, THANK CAPITALISM!!"""
Ameri-Khan_Khan_voice_lines,"  ""TODAY, WE CELEBRATE OUR INDEPENDENCE!"""
Ameri-Khan_Khan_voice_lines,"  ""*Ugh*. Fake news."""
Ameri-Khan_Khan_voice_lines,"  ""You may break our bodies, but never our spirit."""
Ameri-Khan_Khan_voice_lines,"  ""Let me lay it out for you, your head is the ball, I'm the kicker. FIELD GOAL!"""
Ameri-Khan_Khan_voice_lines,"  ""Ten foot four, gonna leave your butt sore."""
Ameri-Khan_Khan_voice_lines,"  ""Live free or die, motherf***er!"""
Ameri-Khan_Khan_voice_lines,"  ""Check out my guns, heck, check out the guns on my gun!"""
Ameri-Khan_Khan_voice_lines,"  ""This burger DISGUSTS ME! Send it back, it didn't come with a little flag on top."""
Ameri-Khan_Khan_voice_lines,"  ""Why don't people like me? I'm just trying to give them freedom!"""
Ameri-Khan_Khan_voice_lines,"  ""Hahahahahaha"""
Ameri-Khan_Khan_voice_lines,"  ""Hahaha. Ha ha."""
Ameri-Khan_Khan_voice_lines,"  ""hahah *Cough* Ugh."""
Ameri-Khan_Khan_voice_lines,"  ""It's about to get PATRIOTIC AS F**K IN HERE!"""
Ameri-Khan_Khan_voice_lines,"  ""You won't brainwash me with your hippie-dippie love crap!"" (Jenos)"
Ameri-Khan_Khan_voice_lines,"  ""Hey, someone get this boy a burger."" (Talus)"
Ameri-Khan_Khan_voice_lines,"  ""Babe, you are looking good!"" (YS)"
Ameri-Khan_Khan_voice_lines,"  ""Clearly, I am not throwing enough guns at the problem."""
Ameri-Khan_Khan_voice_lines,"  ""Don't bench me yet!"""
Ameri-Khan_Khan_voice_lines,"  ""Call me the grill master, 'cuz I ROASTED you weenies!"""
Ameri-Khan_Khan_voice_lines,"  ""Either you go big or you go home."""
Ameri-Khan_Khan_voice_lines,"  ""Light the fireworks kid, Ameri-Khan is here to party."""
Ameri-Khan_Khan_voice_lines,"  ""Let's light this up."""
Ameri-Khan_Khan_voice_lines,"  ""My gains just got an upgrade."""
Ameri-Khan_Khan_voice_lines,"  ""Damn. Out of pocket burgers."""
Ameri-Khan_Khan_voice_lines,"  ""I don't like standing still kid, I get self reflective, and it feels weird."""
Ameri-Khan_Khan_voice_lines,"  ""Watch your back!"""
Ameri-Khan_Khan_voice_lines,"  ""Behind us!"""
Ameri-Khan_Khan_voice_lines,"  ""UP in the sky!"""
Ameri-Khan_Khan_voice_lines,"  ""It's a bir-, no...wait, it's an enemy!"""
Ameri-Khan_Khan_voice_lines,"  ""Get to cover, boy."""
Ameri-Khan_Khan_voice_lines," ""It's a sniper!"""
Ameri-Khan_Khan_voice_lines,"  ""Come on baby, give me a heal!"""
Ameri-Khan_Khan_voice_lines,"  ""Where's a hotdog when you need one?"""
Androxus_voice_lines," ""Androxus."""
Androxus_voice_lines," ""Tread lightly, for this is hallowed ground!"""
Androxus_voice_lines," ""Fear does not fade, it only hides and wait."""
Androxus_voice_lines," ""This is no place for horses!"""
Androxus_voice_lines," ""Show us the meaning of haste!"""
Androxus_voice_lines,"  ""Ha!"""
Androxus_voice_lines,"  ""Urgh!"""
Androxus_voice_lines," ""You can have these back!"""
Androxus_voice_lines," ""Try if you might!"""
Androxus_voice_lines," ""What goes around..."""
Androxus_voice_lines," ""From the shadows!"""
Androxus_voice_lines," ""Ha!"""
Androxus_voice_lines," ""Death awaits you all!"" (enemy/ally)"
Androxus_voice_lines," ""Shelter..."""
Androxus_voice_lines," ""This will keep us safe."""
Androxus_voice_lines," ""Keep it secret."""
Androxus_voice_lines," ""The curse gains ground!"""
Androxus_voice_lines," ""Power..."""
Androxus_voice_lines," ""Keep it safe!"""
Androxus_voice_lines," ""I can feel it!"""
Androxus_voice_lines," ""Your days are numbered."""
Androxus_voice_lines," ""Strike quickly."""
Androxus_voice_lines,"  ""Not yet."""
Androxus_voice_lines,"  ""I can't use that, yet."""
Androxus_voice_lines," ""They are firing on me!"""
Androxus_voice_lines," ""Our enemies draw near!"""
Androxus_voice_lines,"""The heat soothes..."""
Androxus_voice_lines,"  ""*grunts*"""
Androxus_voice_lines,"  ""*grunts*"""
Androxus_voice_lines," ""The curse grows!"""
Androxus_voice_lines," ""I am... weakened!"""
Androxus_voice_lines,"""The curse is held at bay!"""
Androxus_voice_lines,"""Many thanks!"""
Androxus_voice_lines,"""Pity, I was enjoying myself..."""
Androxus_voice_lines,"""I return to the shadows..."""
Androxus_voice_lines," ""I am the darkness!"""
Androxus_voice_lines," ""You may unburden me yet!"""
Androxus_voice_lines," ""Fine work!"""
Androxus_voice_lines," ""Lie, never to rise!"""
Androxus_voice_lines," ""I stalk the night!"""
Androxus_voice_lines," ""Fear calls to you!"""
Androxus_voice_lines," ""You're stuck in here with me!"" (Buck)"
Androxus_voice_lines," ""You should have fled when you had the chance!"" (Buck)"
Androxus_voice_lines," ""Your bow strikes only shadows"" (Cassie)"
Androxus_voice_lines," ""Can't hit what you cannot see!"" (Cassie)"
Androxus_voice_lines," ""You freeze in fear!"" (Evie)"
Androxus_voice_lines," ""Cower in your ice!"" (Evie)"
Androxus_voice_lines," ""You're a chicken!"" (Pip)"
Androxus_voice_lines," ""Cower, chicken!"" (Pip)"
Androxus_voice_lines," ""Hide, flee – it will not save you."" (Ruckus)"
Androxus_voice_lines," ""You shall burn from within!"" (Ruckus)"
Androxus_voice_lines," ""You think darkness is your ally?"" (Skye)"
Androxus_voice_lines," ""I was born in the dark!"" (Skye)"
Androxus_voice_lines,"  ""The void claims its own."""
Androxus_voice_lines,"  ""Darkness draws near!"""
Androxus_voice_lines,"  ""I fight from the shadows!"""
Androxus_voice_lines,"  ""The shadows come!"""
Androxus_voice_lines,"  ""Hold fast!"""
Androxus_voice_lines,"  ""Small victories, but the war lies ahead!"""
Androxus_voice_lines,"  ""Another one successful!"""
Androxus_voice_lines,"  ""They're capturing the point!"""
Androxus_voice_lines,"  ""We must defend the point!"""
Androxus_voice_lines,"  ""Darkness falls!"""
Androxus_voice_lines,"  ""Another mark in history!"""
Androxus_voice_lines,"  ""My time... is dire."""
Androxus_voice_lines,"  ""We fed the darkness."""
Androxus_voice_lines," ""The shadows rise around you!"""
Androxus_voice_lines," ""You think darkness is your ally?"""
Androxus_voice_lines," ""The night will take you!"""
Androxus_voice_lines," ""One casket said to another: 'Is that you, coffin?'"""
Androxus_voice_lines," ""The death rate around here is one per champion!"""
Androxus_voice_lines," ""There is a light at the end of the tunnel... Now go toward it!"""
Androxus_voice_lines," ""Hahahaha!"""
Androxus_voice_lines,"  ""Pathetic, really."""
Androxus_voice_lines,"  ""Next time maybe!"""
Androxus_voice_lines,"  ""Destruction!"""
Androxus_voice_lines,"  ""Feeble!"""
Androxus_voice_lines,"  ""Frail!"""
Androxus_voice_lines,"  ""A rickety thing that was."""
Androxus_voice_lines," ""Join me on the point!"""
Androxus_voice_lines," ""I need assistance!"""
Androxus_voice_lines,"  ""Ultimate is ready!"""
Androxus_voice_lines,"  ""The light fades."""
Androxus_voice_lines,"  ""Another milestone!"""
Androxus_voice_lines,"  ""I grow strength."""
Androxus_voice_lines," ""There can be no life without order!"""
Androxus_voice_lines," ""Hahahahaha!"""
Androxus_voice_lines," ""Darkness descends!"""
Androxus_voice_lines," ""The shadows rise around me!"""
Androxus_voice_lines," ""One more for the wall!"""
Androxus_voice_lines,"  ""Fear is an illusion... Except yours. That is real."""
Androxus_voice_lines,"  ""Do you think I don't see you there?"""
Androxus_voice_lines," ""You seek my service?"""
Androxus_voice_lines," ""Out of Mana!"""
Archangel_Tyra_voice_lines," ""Tyra."""
Archangel_Tyra_voice_lines," ""Grief not for the fallen who are finally at rest. Grief for the demons who shall know only eternal damnation."""
Archangel_Tyra_voice_lines," ""It was foretold long ago, that this war would come, and I've ignored the cries for humanity for far too long."""
Archangel_Tyra_voice_lines," ""Uhahaaha. Mortal travel is so refreshing."""
Archangel_Tyra_voice_lines," ""Burn in holy fire."""
Archangel_Tyra_voice_lines," ""*Hyah*!"""
Archangel_Tyra_voice_lines," ""The lights reveals all!"""
Archangel_Tyra_voice_lines," ""I sense your presence!"""
Archangel_Tyra_voice_lines," ""Give them hell"" (enemy/self)"
Archangel_Tyra_voice_lines," ""Soon."""
Archangel_Tyra_voice_lines," ""It is not yet time."""
Archangel_Tyra_voice_lines," ""You dare invoke an angel's fury!"""
Archangel_Tyra_voice_lines," ""It was foretold."""
Archangel_Tyra_voice_lines," ""My light lives on."""
Archangel_Tyra_voice_lines," ""Eternal Damnation."" (Talus)"
Archangel_Tyra_voice_lines," ""The void can't win."" (Seris)"
Archangel_Tyra_voice_lines," ""An angel is always prepared."""
Archangel_Tyra_voice_lines," ""Banish the evil from your heart."""
Archangel_Tyra_voice_lines," ""The light takes just as it gives."""
Archangel_Tyra_voice_lines," ""I have no mercy for the wicked."""
Archangel_Tyra_voice_lines," ""Retribution for the lives you stole"" (Seris)"
Archangel_Tyra_voice_lines," ""Did you think you can escape little demon boy?"" (Talus)"
Archangel_Tyra_voice_lines," ""We have consacrated this ground."""
Archangel_Tyra_voice_lines," ""Do not stop here, drive them back."""
Archangel_Tyra_voice_lines," ""The enemies must not remain on sacred ground!"""
Archangel_Tyra_voice_lines," ""Do not let that haven fall into the hands of our enemies."""
Archangel_Tyra_voice_lines," ""My voice has guided you to victory. Well fought, mortal."""
Archangel_Tyra_voice_lines," ""Humanity's capacity for violence has its benefits, I suppose."""
Archangel_Tyra_voice_lines," ""In man's darkest hour, the light of their souls shines brightest."""
Archangel_Tyra_voice_lines," ""Do not forsake the light, for it shall never abandon you."""
Archangel_Tyra_voice_lines," ""Those who are truly purehearted, need not fear the demons that lurk beneath."""
Archangel_Tyra_voice_lines," ""The seeds of corruption are born from the absence of hope."""
Archangel_Tyra_voice_lines," ""Do not fear the darkness, for an angel's wrath burns a millennia. """
Archangel_Tyra_voice_lines," ""We may fight together now, but your crimes will never be forgiven."" (Seris)"
Archangel_Tyra_voice_lines," ""Oh, What a good boy.""(Moji)"
Archangel_Tyra_voice_lines," ""Were you not aware that angels could fly so low?"""
Archangel_Tyra_voice_lines," ""How does an angel die? Harp failure."""
Archangel_Tyra_voice_lines," ""What does an angel do when they need directions? Wing it. Hmmhmmhmm."""
Archangel_Tyra_voice_lines," ""UHahahahaha!"""
Archangel_Tyra_voice_lines," ""Hhahahaha!"""
Archangel_Tyra_voice_lines," ""HoHahhahahaha."""
Archangel_Tyra_voice_lines," ""You're in my care."""
Archangel_Tyra_voice_lines,"  ""It is not time to rest yet, mortal!"""
Archangel_Tyra_voice_lines," ""Let my voice guide you to victory."""
Archangel_Tyra_voice_lines,"  ""Enemies behind us!"""
Archangel_Tyra_voice_lines,"  ""They're behind us."""
Archangel_Tyra_voice_lines,"  ""Enemies above us."""
Archangel_Tyra_voice_lines,"  ""They're above us!"""
Archangel_Tyra_voice_lines,"  ""Sniper!"""
Archangel_Tyra_voice_lines,"  ""Get down, Sniper!"""
Archangel_Tyra_voice_lines,"  ""Bring me aid."""
Archangel_Tyra_voice_lines,"  ""I need to rejuvenate."""
Archangel_Tyra_voice_lines," ""The light has bestowed new life."""
Archangel_Tyra_voice_lines," ""Being reborn never gets old."""
Archangel_Tyra_voice_lines," ""Attack the Siege Engine!"""
Archangel_Tyra_voice_lines," ""Defend the Siege Engine!"""
Archangel_Tyra_voice_lines," ""Out of Mana!"""
Ash_voice_lines,"  ""Ash!"""
Ash_voice_lines,"  ""I'm leading this vanguard. So if any of you f***ers have anything to say, now's the time."""
Ash_voice_lines,"  ""I can get us out of here alive. Stay close and follow my lead."""
Ash_voice_lines,"  ""Hya!"""
Ash_voice_lines,"  ""To the front!"""
Ash_voice_lines,"  ""Loaded!"""
Ash_voice_lines,"  ""Primed!"""
Ash_voice_lines,"  ""Keep your head down!"""
Ash_voice_lines,"  ""Advance!"""
Ash_voice_lines,"  ""Coming through!"""
Ash_voice_lines,"  ""Come on! Let's fight!"" (enemy/self)"
Ash_voice_lines,"  ""I'll handle this!"" (ally)"
Ash_voice_lines,"  ""Does it come in black?"""
Ash_voice_lines,"  ""Fresh off the anvil."""
Ash_voice_lines,"  ""Heavy means reliable."""
Ash_voice_lines,"  ""Hold on."""
Ash_voice_lines,"  ""I can't do that yet."""
Ash_voice_lines,"  ""Nggh... hrr-I'll kill you for that!"""
Ash_voice_lines,"  ""Is that the best you can do?"""
Ash_voice_lines,"  ""Ugh!"""
Ash_voice_lines,"  ""Ugh, come on!"""
Ash_voice_lines,"  ""Argh, that burns!"""
Ash_voice_lines,"  ""That was a close one."""
Ash_voice_lines,"  ""I need to get back in the fight!"""
Ash_voice_lines,"  ""I knew you'd have my back!"""
Ash_voice_lines,"  ""I needed that! Thank you."""
Ash_voice_lines,"  ""Impressive..."
Ash_voice_lines,"  ""I'm not finished..."""
Ash_voice_lines,"  ""Not- my soul..."" (Seris)"
Ash_voice_lines,"  ""A fairy? How..?"" (Willo)"
Ash_voice_lines,"  ""Call me War Machine!"""
Ash_voice_lines,"  ""That's what I'm talking about!"""
Ash_voice_lines,"  ""Nice!"""
Ash_voice_lines,"  ""Go to hell, tell them Ash sent you."""
Ash_voice_lines,"  ""Cry all you want, your mothers can't help you now!"""
Ash_voice_lines,"  ""You don't measure up."" (Barik)"
Ash_voice_lines,"  ""I thought you'd be stronger than that."" (Buck)"
Ash_voice_lines,"  ""Pig."" (Fernando)"
Ash_voice_lines,"  ""I love rock n' roll..."" (Inara)"
Ash_voice_lines,"  ""Show me your cannon, tough guy. I bet mine's bigger."" (Makoa)"
Ash_voice_lines,"  ""Poison is for cowards!"" (Skye)"
Ash_voice_lines,"  ""Dusted!"""
Ash_voice_lines,"  ""Stay down!"""
Ash_voice_lines,"  ""Advance!"""
Ash_voice_lines,"  ""We've got them now!"""
Ash_voice_lines,"  ""Form up and follow me in!"""
Ash_voice_lines,"  ""I'll breach that point!"""
Ash_voice_lines,"  ""I knew I'd fly the flag of victory."""
Ash_voice_lines,"  ""Now that was a fight!"""
Ash_voice_lines,"  ""Ugh! I'm better than this!"""
Ash_voice_lines,"  ""Cut it out! There is no whimpering in my vanguard."""
Ash_voice_lines,"  ""Wise men run when I go to war."""
Ash_voice_lines,"  ""Nice set of teeth you have there. Have fun picking them up off the floor!"""
Ash_voice_lines,"  ""I'll shove my boot so far up you, when I pull it out they'll crown me queen."""
Ash_voice_lines,"  ""No more jokes! Are we going to fight or not?"""
Ash_voice_lines,"  ""Haha-*snort* hahaha!"""
Ash_voice_lines,"  ""Hehehehehehe ah."""
Ash_voice_lines,"  ""Ha-ha!"""
Ash_voice_lines,"  ""It's about time!"""
Ash_voice_lines,"  ""Fernando, don't you get tired of holding that shield all the time?"" (Fernando)"
Ash_voice_lines,"  ""Hey, buddy. I'm gonna need you to keep that healing totem close to me, ok?"" (Grohk)"
Ash_voice_lines,"  ""Watch where you're pointing that thing, comrade."" (Viktor)"
Ash_voice_lines,"  ""Let me draw their fire, sweetheart. Those leaves aren't going to protect you at all."" (Willo)"
Ash_voice_lines,"  ""Come at me!"""
Ash_voice_lines,"  ""I can do this all day!"""
Ash_voice_lines,"  ""Strong progress indeed."""
Ash_voice_lines,"  ""I can do even better!"""
Ash_voice_lines,"  ""Fill 'em full of holes!"""
Ash_voice_lines,"  ""Follow my lead!"""
Ash_voice_lines,"  ""What a rush!"""
Ash_voice_lines,"  ""Feeling stronger already!"""
Ash_voice_lines,"  ""I'm needed on the front!"""
Ash_voice_lines,"  ""Back to the fight!"""
Ash_voice_lines,"  ""I should spend my credits."""
Ash_voice_lines,"  ""I'll keep you around a little longer."""
Ash_voice_lines,"  ""I like your moves!"""
Ash_voice_lines,"  ""Iron within, iron without!"""
Ash_voice_lines,"  ""Never give up, never surrender!"""
Ash_voice_lines,"  ""I was here the last time these walls came under siege."" (Stone Keep)"
Ash_voice_lines,"  ""Look at all this reinforced stone. Nothing I can't handle!"" (Stone Keep)"
Ash_voice_lines,"  ""You made the winning choice!"""
Ash_voice_lines,"  ""That's a good one!"""
Ash_voice_lines,"  ""I've been wanting one of those!"""
Ash_voice_lines,"  ""*Humming Iron Man*"""
Ash_voice_lines,"  ""Looking for trouble?"""
Ash_voice_lines,"  ""Behind us!"""
Ash_voice_lines,"  ""Enemy behind us!"""
Ash_voice_lines,"  ""They're on the payload!"""
Ash_voice_lines,"  ""Enemies on the payload!"""
Ash_voice_lines,"  ""They're flanking us!"""
Ash_voice_lines,"  ""Enemy on the flank!"""
Ash_voice_lines,"  ""They're above us!"""
Ash_voice_lines,"  ""Enemies above us!"""
Ash_voice_lines,"  ""Sniper!"""
Ash_voice_lines,"  ""Enemy sniper!"""
Ash_voice_lines,"  ""Watch out for that turret!"""
Ash_voice_lines,"  ""Enemy ultimate incoming!"""
Ash_voice_lines,"  ""They're ulting us!"""
Ash_voice_lines,"  ""Rally to my location!"""
Ash_voice_lines,"  ""Form up and fight!"""
Ash_voice_lines,"  ""Healer, I need your attention!"""
Ash_voice_lines,"  ""I need healing!"""
Ash_voice_lines,"  ""Help the front line!"""
Ash_voice_lines,"  ""We could use some help!"""
Ash_voice_lines,"  ""Push the payload!"""
Ash_voice_lines,"  ""Help me on the payload!"""
Ash_voice_lines,"  ""Get on the payload!"""
Ash_voice_lines,"  ""Control the payload!"""
Ash_voice_lines,"  ""Overtime!"""
Ash_voice_lines,"  ""Come on, its overtime!"""
Ash_voice_lines,"  ""I have to wait for my allies."""
